GGDENAME,Energieträger_Label,Anzahl
Wiedlisbach,Wasser,1
Wiedlisbach,Weitere,89
Wiggiswil,Elektrizität,2
Wiggiswil,Heizöl,13
Wiggiswil,Holz,12
Wiggiswil,Keine,2
Wiggiswil,Weitere,3
Wilderswil,Elektrizität,52
Wilderswil,Fernwärme,20
Wilderswil,Gas,2
Wilderswil,Heizöl,466
Wilderswil,Holz,150
Wilderswil,Keine,44
Wilderswil,Luft,69
Wilderswil,Sonne,1
Wilderswil,Weitere,108
Wiler bei Utzenstorf,Elektrizität,21
Wiler bei Utzenstorf,Fernwärme,16
Wiler bei Utzenstorf,Geothermie,3
Wiler bei Utzenstorf,Heizöl,136
Wiler bei Utzenstorf,Holz,37
Wiler bei Utzenstorf,Keine,1
Wiler bei Utzenstorf,Luft,19
Wiler bei Utzenstorf,Sonne,1
Wiler bei Utzenstorf,Weitere,60
Wileroltigen,Elektrizität,2
Wileroltigen,Fernwärme,1
Wileroltigen,Gas,1
Wileroltigen,Geothermie,2
Wileroltigen,Heizöl,58
Wileroltigen,Holz,29
Wileroltigen,Keine,3
Wileroltigen,Luft,10
Wileroltigen,Sonne,1
Wileroltigen,Weitere,22
Willadingen,Elektrizität,1
Willadingen,Fernwärme,5
Willadingen,Heizöl,30
Willadingen,Holz,19
Willadingen,Keine,10
Willadingen,Luft,5
Willadingen,Sonne,1
Willadingen,Weitere,14
Wimmis,Elektrizität,68
Wimmis,Fernwärme,212
Wimmis,Gas,1
Wimmis,Heizöl,226
Wimmis,Holz,113
Wimmis,Keine,6
Wimmis,Luft,58
Wimmis,Sonne,3
Wimmis,Weitere,77
Wohlen bei Bern,Elektrizität,218
Wohlen bei Bern,Fernwärme,110
Wohlen bei Bern,Gas,55
Wohlen bei Bern,Geothermie,91
Wohlen bei Bern,Heizöl,785
Wohlen bei Bern,Holz,363
Wohlen bei Bern,Keine,33
Wohlen bei Bern,Luft,75
Wohlen bei Bern,Sonne,1
Wohlen bei Bern,Weitere,422
Worb,Elektrizität,137
Worb,Fernwärme,288
Worb,Gas,14
Worb,Geothermie,76
Worb,Heizöl,1130
Worb,Holz,274
Worb,Keine,117
Worb,Luft,97
Worb,Wasser,2
Worb,Weitere,386
Worben,Elektrizität,53
Worben,Fernwärme,11
Worben,Gas,5
Worben,Geothermie,2
Worben,Heizöl,240
Worben,Holz,37
Worben,Keine,26
Worben,Luft,106
Worben,Wasser,1
Worben,Weitere,123
Wynau,Elektrizität,27
Wynau,Gas,2
Wynau,Heizöl,327
Wynau,Holz,70
Wynau,Keine,25
Wynau,Luft,37
Wynau,Wasser,1
Wynau,Weitere,88
Wynigen,Elektrizität,33
Wynigen,Fernwärme,29
Wynigen,Gas,1
Wynigen,Geothermie,4
Wynigen,Heizöl,152
Wynigen,Holz,324
Wynigen,Keine,32
Wynigen,Luft,16
Wynigen,Sonne,2
Wynigen,Weitere,108
Wyssachen,Elektrizität,22
Wyssachen,Fernwärme,6
Wyssachen,Gas,2
Wyssachen,Geothermie,3
Wyssachen,Heizöl,134
Wyssachen,Holz,186
Wyssachen,Keine,26
Wyssachen,Luft,11
Wyssachen,Sonne,1
Wyssachen,Weitere,22
Zielebach,Elektrizität,17
Zielebach,Fernwärme,2
Zielebach,Gas,2
Zielebach,Geothermie,1
Zielebach,Heizöl,61
Zielebach,Holz,14
Zielebach,Luft,5
Zielebach,Weitere,16
Zollikofen,Elektrizität,76
Zollikofen,Fernwärme,114
Zollikofen,Gas,394
Zollikofen,Geothermie,43
Zollikofen,Heizöl,789
Zollikofen,Holz,45
Zollikofen,Keine,8
Zollikofen,Luft,55
Zollikofen,Sonne,5
Zollikofen,Wasser,1
Zollikofen,Weitere,220
Zuzwil (BE),Elektrizität,4
Zuzwil (BE),Fernwärme,12
Zuzwil (BE),Geothermie,1
Zuzwil (BE),Heizöl,106
Zuzwil (BE),Holz,28
Zuzwil (BE),Keine,4
Zuzwil (BE),Luft,8
Zuzwil (BE),Sonne,1
Zuzwil (BE),Weitere,24
Zweisimmen,Elektrizität,121
Zweisimmen,Fernwärme,123
Zweisimmen,Gas,8
Zweisimmen,Geothermie,1
Zweisimmen,Heizöl,326
Zweisimmen,Holz,374
Zweisimmen,Keine,142
Zweisimmen,Luft,38
Zweisimmen,Sonne,6
Zweisimmen,Weitere,199
Zäziwil,Elektrizität,30
Zäziwil,Fernwärme,5
Zäziwil,Geothermie,4
Zäziwil,Heizöl,188
Zäziwil,Holz,112
Zäziwil,Keine,33
Zäziwil,Luft,37
Zäziwil,Sonne,4
Zäziwil,Weitere,61
